Freeze Brand,Ear Tag,Breed,Sex,Date Of Birth,Date Of Acquisition,Age when acquired,Purchased From,Date Of Disposal,Disposed Of To,Date Of Death,Manner and Place of Destruction,Location,EID,Age(mths)
,UK107189603795,JERSEY X,Female,2021-02-26,2021-02-26,,,,nan,,,Nafferton,0,1
,UK107189203791,JERSEY X,Female,2021-03-01,2021-03-01,,,,nan,,,Nafferton,0,1
,UK107189203805,JERSEY X,Female,2021-03-01,2021-03-01,,,,nan,,,Nafferton,0,1
,UK107189303806,LONGHORN X,Bull,2021-03-01,2021-03-01,,,,nan,,,Nafferton,0,1
,UK107189403807,LONGHORN X,Bull,2021-03-01,2021-03-01,,,,nan,,,Nafferton,0,1
,UK107189703796,LONGHORN X,Bull,2021-03-01,2021-03-01,,,,nan,,,Nafferton,0,1
,UK107189103797,LONGHORN X,Female,2021-03-01,2021-03-01,,,,nan,2021-04-16,,Nafferton,0,1
,UK107189203798,LONGHORN X,Female,2021-03-02,2021-03-02,,,,nan,,,Nafferton,0,1
,UK107189303799,LONGHORN X,Female,2021-03-02,2021-03-02,,,,nan,,,Nafferton,0,1
,UK107189203812,JERSEY X,Female,2021-03-03,2021-03-03,,,,nan,,,Nafferton,0,1
,UK107189403800,JERSEY X,Female,2021-03-04,2021-03-04,,,,nan,,,Nafferton,0,1
,UK107189503801,JERSEY X,Female,2021-03-04,2021-03-04,,,,nan,,,Nafferton,0,1
,UK107189603802,LONGHORN X,Female,2021-03-04,2021-03-04,,,,nan,,,Nafferton,0,1
,UK107189603809,JERSEY X,Female,2021-03-05,2021-03-05,,,,nan,,,Nafferton,0,1
,UK107189103811,JERSEY X,Female,2021-03-05,2021-03-05,,,,nan,2021-04-10,,Nafferton,0,1
,UK107189203819,JERSEY X,Female,2021-03-05,2021-03-05,,,,nan,,,Nafferton,0,1
,UK107189103818,LONGHORN X,Bull,2021-03-08,2021-03-08,,,,nan,,,Nafferton,0,1
,UK107189403814,JERSEY X,Female,2021-03-09,2021-03-09,,,,nan,,,Nafferton,0,1
,UK107189603816,LONGHORN X,Bull,2021-03-09,2021-03-09,,,,nan,,,Nafferton,0,1
,UK107189703817,JERSEY X,Female,2021-03-09,2021-03-09,,,,nan,,,Nafferton,0,1
,UK107189703831,JERSEY X,Female,2021-03-09,2021-03-09,,,,nan,,,Nafferton,0,1
,UK107189603830,JERSEY X,Female,2021-03-10,2021-03-10,,,,nan,,,Nafferton,0,1
,UK107189403828,JERSEY X,Female,2021-03-11,2021-03-11,,,,nan,2021-04-10,,Nafferton,0,1
,UK107189503829,JERSEY X,Bull,2021-03-11,2021-03-11,,,,nan,,,Nafferton,0,1
,UK107189403821,HOLSTEIN FRIESIAN,Female,2021-03-12,2021-03-12,,,,nan,,,Nafferton,0,1
,UK107189503822,JERSEY X,Female,2021-03-15,2021-03-15,,,,nan,,,Nafferton,0,1
,UK107189603823,LONGHORN X,Female,2021-03-15,2021-03-15,,,,nan,,,Nafferton,0,1
,UK107189203826,LONGHORN X,Bull,2021-03-16,2021-03-16,,,,nan,,,Nafferton,0,1
,UK107189303827,HOLSTEIN FRIESIAN,Bull,2021-03-16,2021-03-16,,,,nan,2021-04-10,,Nafferton,0,0
3183.0,UK107189303183,HOLSTEIN FRIESIAN,Female,2018-12-12,2021-03-18,,Newcastle University,,nan,,,Nafferton,982000176308658,28
,UK107189703824,HOLSTEIN FRIESIAN,Bull,2021-03-19,2021-03-19,,,,nan,,,Nafferton,0,1
,UK107189503836,JERSEY X,Female,2021-03-19,2021-03-19,,,,nan,,,Nafferton,0,1
,UK107189603837,JERSEY X,Bull,2021-03-19,2021-03-19,,,,nan,,,Nafferton,0,1
,UK107189703838,JERSEY X,Female,2021-03-19,2021-03-19,,,,nan,2021-04-10,,Nafferton,0,0
,UK107189103839,JERSEY X,Female,2021-03-20,2021-03-20,,,,nan,,,Nafferton,0,1
,UK107189103832,JERSEY X,Female,2021-03-22,2021-03-22,,,,nan,,,Nafferton,0,0
,UK107189203833,JERSEY X,Female,2021-03-22,2021-03-22,,,,nan,,,Nafferton,0,0
,UK107189303834,Aberdeen-Angus,Bull,2021-03-22,2021-03-22,,,,nan,,,Nafferton,0,0
