Freeze Brand,Ear Tag,Breed,Sex,Date Of Birth,Date Of Acquisition,Purchased From,Date Of Disposal,Disposed Of To,Date Of Death,Location,Group,Fqas,EID,Name,Age(mths),
,UK 107189 703614,HOLSTEIN FRIESIAN,Bull,10/04/2020,10/04/2020,,14/05/2020,12/176/0014,,,0,,982000176157180,,1,
,UK107189403492,HOLSTEIN FRIESIAN,Female,10/04/2020,10/04/2020,,,,16/04/2020,,0,,982000176157058,,0,
,UK 107189 503612,Swedish Red X,Bull,10/04/2020,10/04/2020,,,,,,0,,982000176157178,,12,
,UK 107189 603613,HOLSTEIN FRIESIAN,Bull,10/04/2020,10/04/2020,,07/05/2020,,,,0,,982000176157179,,0,
,UK107189503493,HOLSTEIN FRIESIAN,Female,10/04/2020,10/04/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,0,,1,
,UK107189303505,BRITISH FRIESIAN X,Female,10/04/2020,10/04/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,0,,1,
,UK107189603494,HOLSTEIN FRIESIAN,Female,11/04/2020,11/04/2020,,,,,,0,,982000176157060,,12,
,UK107189603508,HOLSTEIN FRIESIAN,Female,12/04/2020,12/04/2020,,,,,,0,,982000176157074,,12,
,UK107189203525,HOLSTEIN FRIESIAN,Female,12/04/2020,12/04/2020,,,,05/06/2020,,0,,982000176157091,,1,
,UK107189703509,HOLSTEIN FRIESIAN,Female,12/04/2020,12/04/2020,,,,,,0,,982000176157075,,12,
,UK107189503507,HOLSTEIN FRIESIAN,Female,12/04/2020,12/04/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,0,,1,
,UK107189103510,HOLSTEIN FRIESIAN,Female,13/04/2020,13/04/2020,,,,,,0,,982000176157076,,12,
,UK107189203511,Holstein,Female,14/04/2020,14/04/2020,,,,,,0,,982000176157077,,12,
,UK107189403513,BRITISH FRIESIAN X,Female,14/04/2020,14/04/2020,,,,,,0,,982000176157079,,12,
,UK107189503514,HOLSTEIN FRIESIAN,Female,15/04/2020,15/04/2020,,,,,,0,,982000176157080,,12,
,UK107189603515,HOLSTEIN FRIESIAN,Female,15/04/2020,15/04/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157081,,10,
,UK107189703516,HOLSTEIN FRIESIAN,Female,16/04/2020,16/04/2020,,,,,,0,,982000176157082,,12,
,UK107189603529,HOLSTEIN FRIESIAN,Female,17/04/2020,17/04/2020,,,,,,0,,982000176157095,,12,
,UK 107189 203616,HOLSTEIN FRIESIAN X,Bull,17/04/2020,17/04/2020,,14/05/2020,12/176/0014,,,0,,982000176157182,,0,
,UK 107189 303617,HOLSTEIN FRIESIAN,Female,18/04/2020,18/04/2020,,,,05/06/2020,,0,,982000176157183,,1,
,UK 107189 703621,HOLSTEIN FRIESIAN,Bull,21/04/2020,21/04/2020,,14/05/2020,12/176/0014,,,0,,982000176157187,,0,
,UK107189403534,Shorthorn,Female,21/04/2020,21/04/2020,,,,,,0,,982000176157100,,12,
,UK107189503535,Shorthorn,Female,21/04/2020,21/04/2020,,,,,,0,,982000176157101,,12,
,UK 107189 203623,HOLSTEIN FRIESIAN X,Bull,22/04/2020,22/04/2020,,,,07/05/2020,,0,,982000176157189,,0,
,UK107189203532,HOLSTEIN FRIESIAN,Female,22/04/2020,22/04/2020,,,,,,0,,982000176157098,,12,
,UK107189703530,HOLSTEIN FRIESIAN,Female,22/04/2020,22/04/2020,,,,01/05/2020,,0,,982000176157096,,0,
,UK107189103622,Shorthorn Dairy,Bull,22/04/2020,22/04/2020,,,,,,0,,0,,12,
,UK107189103531,HOLSTEIN FRIESIAN,Female,24/04/2020,24/04/2020,,,,28/04/2020,,0,,982000176157097,,0,
,UK107189303533,HOLSTEIN FRIESIAN,Female,24/04/2020,24/04/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157099,,9,
,UK107189703537,HOLSTEIN FRIESIAN,Female,01/05/2020,01/05/2020,,,,,,0,,982000176157103,,11,
,UK107189603536,HOLSTEIN FRIESIAN,Female,01/05/2020,01/05/2020,,,,,,0,,982000176157102,,11,
,UK107189203490,HOLSTEIN FRIESIAN,Female,03/03/2020,13/05/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157056,,2,
,UK107189303491,HOLSTEIN FRIESIAN,Female,02/03/2020,13/05/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157057,,2,
,UK107189303505,BRITISH FRIESIAN X,Female,10/04/2020,13/05/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157071,,1,
,UK107189503507,HOLSTEIN FRIESIAN,Female,12/04/2020,13/05/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157073,,1,
,UK107189503493,HOLSTEIN FRIESIAN,Female,10/04/2020,13/05/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157059,,1,
3128,UK107189403128,HOLSTEIN FRIESIAN,Female,27/10/2018,14/05/2020,Newcastle University,,,20/05/2020,,0,,982000176126355,,19,
3140,UK107189203140,HOLSTEIN FRIESIAN X,Female,05/11/2018,14/05/2020,Newcastle University,,,,,0,,982000176126359,,29,
3135,UK107189403135,HOLSTEIN FRIESIAN,Female,31/10/2018,14/05/2020,Newcastle University,,,,,0,,982000176126357,,30,
3070,UK107189203070,Holstein,Female,09/08/2018,14/05/2020,Newcastle University,,,,,0,,982000176126337,,32,
3210,UK107189203210,HOLSTEIN FRIESIAN,Female,20/01/2019,14/05/2020,Newcastle University,,,,,0,,982000176126387,,27,
3019,UK107189703019,HOLSTEIN FRIESIAN,Female,30/05/2018,14/05/2020,Newcastle University,,,,,0,,982000176126320,,35,
2746,UK106710602746,HOLSTEIN FRIESIAN,Female,22/04/2018,14/05/2020,Newcastle University,,,,,0,,982000176126217,,36,
2758,UK106710402758,HOLSTEIN FRIESIAN,Female,14/05/2018,14/05/2020,Newcastle University,,,,,Autumn,,982000176126220,,35,
3218,UK107189303218,HOLSTEIN FRIESIAN,Female,10/02/2019,14/05/2020,Newcastle University,,,13/01/2021,,0,,982000176126394,,23,
2757,UK106710302757,HOLSTEIN FRIESIAN,Female,13/05/2018,14/05/2020,Newcastle University,,,,,0,,982000176126219,,35,
3052,UK107189503052,Holstein,Female,15/07/2018,14/05/2020,Newcastle University,,,,,0,,982000176126330,,33,
3111,UK107189103111,HOLSTEIN FRIESIAN,Female,05/10/2018,14/05/2020,Newcastle University,,,,,0,,982000176126349,,30,
2935,UK107189702935,HOLSTEIN FRIESIAN,Female,30/01/2018,14/05/2020,Newcastle University,,,,,0,,982000176126299,,39,
3127,UK107189303127,HOLSTEIN FRIESIAN,Female,27/10/2018,14/05/2020,Newcastle University,,,,,0,,982000176126354,,30,
3146,UK107189103146,HOLSTEIN FRIESIAN,Female,08/11/2018,14/05/2020,Newcastle University,,,,,0,,982000176126362,,29,
3172,UK107189603172,HOLSTEIN FRIESIAN,Female,29/11/2018,14/05/2020,Newcastle University,,,,,0,,982000176126369,,29,
3101,UK107189503101,HOLSTEIN FRIESIAN,Female,18/09/2018,14/05/2020,Newcastle University,,,,,0,,982000176126344,,31,
3095,UK107189603095,HOLSTEIN FRIESIAN,Female,10/09/2018,14/05/2020,Newcastle University,,,,,0,,982000176126342,,31,
3107,UK107189403107,HOLSTEIN FRIESIAN,Female,30/09/2018,14/05/2020,Newcastle University,,,02/12/2020,,0,,982000176126348,,26,
2884,UK107189502884,HOLSTEIN FRIESIAN,Female,07/11/2017,14/05/2020,Newcastle University,18/02/2021,Linden Foods,,,0,,982000176126276,,39,
2743,UK106710302743,HOLSTEIN FRIESIAN,Female,19/04/2018,14/05/2020,Newcastle University,,,,,0,,982000176126216,,36,
2738,UK106710502738,HOLSTEIN FRIESIAN,Female,12/04/2018,14/05/2020,Newcastle University,,,,,0,,982000176126215,,36,
3105,UK107189203105,HOLSTEIN FRIESIAN,Female,26/09/2018,14/05/2020,Newcastle University,,,,,0,,982000176126346,,31,
3021,UK107189203021,HOLSTEIN FRIESIAN,Female,02/06/2018,14/05/2020,Newcastle University,,,,,0,,982000176126322,,35,
3131,UK107189703131,HOLSTEIN FRIESIAN,Female,27/10/2018,14/05/2020,Newcastle University,,,,,0,,982000176126356,,30,
2754,UK106710702754,HOLSTEIN FRIESIAN,Female,05/05/2018,14/05/2020,Newcastle University,,,,,0,,982000176126218,,36,
3091,UK107189203091,HOLSTEIN FRIESIAN,Female,30/08/2018,14/05/2020,Newcastle University,,,,,0,,982000176126340,,32,
3071,UK107189303071,HOLSTEIN FRIESIAN,Female,09/08/2018,14/05/2020,Newcastle University,,,,,0,,982000176126338,,32,
3106,UK107189303106,HOLSTEIN FRIESIAN,Female,28/09/2018,14/05/2020,Newcastle University,,,,,Autumn,,982000176126347,,31,
3059,UK107189503059,HOLSTEIN FRIESIAN,Female,20/07/2018,14/05/2020,Newcastle University,,,,,0,,982000176126334,,33,
3163,UK107189403163,HOLSTEIN FRIESIAN,Female,23/11/2018,14/05/2020,Newcastle University,,,,,0,,982000176126365,,29,
3126,UK107189203126,HOLSTEIN FRIESIAN,Female,22/10/2018,14/05/2020,Newcastle University,,,,,0,,982000176126353,,30,
3053,UK107189603053,Holstein,Female,15/07/2018,14/05/2020,Newcastle University,,,,,0,,982000176126331,,33,
3114,UK107189403114,HOLSTEIN FRIESIAN,Female,15/10/2018,14/05/2020,Newcastle University,,,,,0,,982000176126351,,30,
3066,UK107189503066,HOLSTEIN FRIESIAN,Female,02/08/2018,14/05/2020,Newcastle University,,,,,0,,982000176126336,,33,
3011,UK107189603011,HOLSTEIN FRIESIAN,Female,29/04/2018,14/05/2020,Newcastle University,,,,,0,,982000176126318,,36,
3056,UK107189203056,Holstein,Female,27/07/2018,14/05/2020,Newcastle University,,,,,0,,982000176126332,,33,
3049,UK107189203049,HOLSTEIN FRIESIAN,Female,15/07/2018,14/05/2020,Newcastle University,,,,,0,,982000176126329,,33,
3157,UK107189503157,HOLSTEIN FRIESIAN,Female,16/11/2018,14/05/2020,Newcastle University,,,,,0,,982000176126364,,29,
3144,UK107189603144,HOLSTEIN FRIESIAN,Female,07/11/2018,14/05/2020,Newcastle University,,,,,0,,982000176126360,,29,
3145,UK107189703145,HOLSTEIN FRIESIAN,Female,08/11/2018,14/05/2020,Newcastle University,,,,,0,,982000176126361,,29,
2933,UK107189502933,HOLSTEIN FRIESIAN,Female,30/01/2018,14/05/2020,Newcastle University,,,,,0,,982000176126297,,39,
2952,UK107189302952,HOLSTEIN FRIESIAN,Female,11/02/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126307,,38,
3027,UK107189103027,Holstein,Female,26/06/2018,08/06/2020,Newcastle University,,,21/09/2020,,0,,982000176126324,,27,
2980,UK107189302980,HOLSTEIN FRIESIAN,Female,09/03/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176308712,,37,
2951,UK107189202951,HOLSTEIN FRIESIAN,Female,11/02/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126306,,38,
2925,UK107189402925,HOLSTEIN FRIESIAN,Female,14/01/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126293,,39,
2645,UK106710302645,HOLSTEIN FRIESIAN,Female,17/10/2017,08/06/2020,Newcastle University,,,,,0,,982000176126192,,42,
2937,UK107189202937,HOLSTEIN FRIESIAN,Female,01/02/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176308697,,39,
2938,UK107189302938,NORWEGIAN RED X,Female,01/02/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126302,,39,
2691,UK106710702691,HOLSTEIN FRIESIAN,Female,22/01/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126208,,39,
3001,UK107189303001,HOLSTEIN FRIESIAN X,Female,30/03/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126315,,37,
2900,UK107189702900,HOLSTEIN FRIESIAN,Female,22/11/2017,08/06/2020,Newcastle University,,,,,Autumn,,982000176126285,,41,
2717,UK106710502717,HOLSTEIN FRIESIAN,Female,21/03/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126211,,37,
209,UK107189402988,HOLSTEIN FRIESIAN,Female,18/03/2018,08/06/2020,Newcastle University,29/10/2020,Linden Foods,,,0,,0,,31,
3010,UK107189503010,HOLSTEIN FRIESIAN,Female,27/04/2018,08/06/2020,Newcastle University,,,06/02/2021,,Autumn,,982000176126317,,33,
2686,UK106710202686,HOLSTEIN FRIESIAN,Female,16/01/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126206,,39,
2924,UK107189302924,HOLSTEIN FRIESIAN,Female,12/01/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126292,,39,
2871,UK107189602871,Swedish Red X,Female,23/10/2017,08/06/2020,Newcastle University,,,,,Autumn,,982000176126268,,42,
2934,UK107189602934,HOLSTEIN FRIESIAN,Female,30/01/2018,08/06/2020,Newcastle University,,,07/09/2020,,0,,982000176126298,,31,
2697,UK106710602697,HOLSTEIN FRIESIAN,Female,05/02/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126209,,39,
2929,UK107189102929,HOLSTEIN FRIESIAN,Female,18/01/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126296,,39,
2836,UK107189602836,BRITISH FRIESIAN X,Female,11/09/2017,08/06/2020,Newcastle University,,,,,0,,982000176126250,,43,
2580,UK106710102580,Holstein,Female,04/06/2017,08/06/2020,Newcastle University,,,,,Autumn,,982000176126177,,47,
2777,UK107189302777,Swedish Red X,Female,08/03/2017,08/06/2020,Newcastle University,,,,,Autumn,,982000176126232,,50,
2886,UK107189702886,BRITISH FRIESIAN X,Female,07/11/2017,08/06/2020,Newcastle University,,,,,Autumn,,982000176126277,,42,
2789,UK107189102789,BRITISH FRIESIAN X,Female,23/03/2017,08/06/2020,Newcastle University,,,,,Autumn,,982000176126234,,49,
2977,UK107189702977,HOLSTEIN FRIESIAN,Female,07/03/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126310,,38,
2869,UK107189402869,Swedish Red X,Female,23/10/2017,08/06/2020,Newcastle University,,,,,Autumn,,982000176126266,,42,
2926,UK107189502926,HOLSTEIN FRIESIAN,Female,14/01/2018,08/06/2020,Newcastle University,08/06/2020,31/377/0042 Nafferton Farm,,,0,,982000176126294,,29,
2719,UK106710702719,HOLSTEIN FRIESIAN,Female,25/03/2018,08/06/2020,Newcastle University,08/06/2020,31/377/0042 Nafferton Farm,,,0,,982000176126212,,26,
2661,UK106710502661,HOLSTEIN FRIESIAN,Female,30/11/2017,08/06/2020,Newcastle University,,,,,0,,982000176126196,,-1435,
2737,UK106710402737,HOLSTEIN FRIESIAN,Female,12/04/2018,08/06/2020,Newcastle University,08/06/2020,31/377/0042 Nafferton Farm,,,0,,982000176126214,,26,
2918,UK107189402918,HOLSTEIN FRIESIAN,Female,23/12/2017,08/06/2020,Newcastle University,08/06/2020,31/377/0042 Nafferton Farm,,,0,,982000176126290,,29,
2829,UK107189602829,BRITISH FRIESIAN X,Female,14/08/2017,08/06/2020,Newcastle University,08/06/2020,31/377/0042 Nafferton Farm,,,0,,982000176126247,,34,
3013,UK107189103013,HOLSTEIN FRIESIAN,Female,13/05/2018,08/06/2020,Newcastle University,08/06/2020,31/377/0042 Nafferton Farm,,,0,,982000176126319,,25,
2979,UK107189202979,HOLSTEIN FRIESIAN,Female,09/03/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126311,,37,
2926,UK107189502926,HOLSTEIN FRIESIAN,Female,14/01/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126294,,39,
2719,UK106710702719,HOLSTEIN FRIESIAN,Female,25/03/2018,08/06/2020,Newcastle University,,,,,0,,982000176126212,,37,
2661,UK106710502661,HOLSTEIN FRIESIAN,Female,30/11/2017,08/06/2020,Newcastle University,29/11/2019,Market,,,Autumn,,982000176126196,,24,
2737,UK106710402737,HOLSTEIN FRIESIAN,Female,12/04/2018,08/06/2020,Newcastle University,29/10/2020,Linden Foods,,,0,,982000176126214,,31,
2918,UK107189402918,HOLSTEIN FRIESIAN,Female,23/12/2017,08/06/2020,Newcastle University,29/10/2020,Linden Foods,,,0,,982000176126290,,34,
2829,UK107189602829,BRITISH FRIESIAN X,Female,14/08/2017,08/06/2020,Newcastle University,,,,,0,,982000176126247,,44,
3013,UK107189103013,HOLSTEIN FRIESIAN,Female,13/05/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126319,,35,
2963,UK107189702963,HOLSTEIN FRIESIAN,Female,26/02/2018,08/06/2020,Newcastle University,,,07/09/2020,,0,,982000176126309,,30,
2856,UK107189502856,HOLSTEIN FRIESIAN,Female,01/10/2017,08/06/2020,Newcastle University,,,,,Autumn,,982000176126259,,43,
3026,UK107189703026,Holstein,Female,26/06/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126323,,34,
2720,UK106710102720,HOLSTEIN FRIESIAN,Female,25/03/2018,08/06/2020,Newcastle University,,,,,0,,982000176126213,,37,
2683,UK106710602683,HOLSTEIN FRIESIAN,Female,13/01/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126205,,39,
2876,UK107189402876,Swedish Red X,Female,28/10/2017,08/06/2020,Newcastle University,,,,,Autumn,,982000176126273,,42,
2936,UK107189102936,NORWEGIAN RED X,Female,30/01/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126300,,39,
2835,UK107189502835,BRITISH FRIESIAN X,Female,11/09/2017,08/06/2020,Newcastle University,,,,,Autumn,,982000176126249,,43,
2838,UK107189102838,HOLSTEIN FRIESIAN,Female,13/09/2017,08/06/2020,Newcastle University,,,,,Autumn,,982000176126251,,43,
2946,UK107189402946,HOLSTEIN FRIESIAN,Female,09/02/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126304,,38,
2911,UK107189402911,HOLSTEIN FRIESIAN,Female,05/12/2017,08/06/2020,Newcastle University,,,,,Autumn,,982000176126289,,41,
2681,UK106710402681,HOLSTEIN FRIESIAN,Female,09/01/2018,08/06/2020,Newcastle University,11/11/2020,Linden Foods,,,0,,982000176126204,,34,
2920,UK107189602920,HOLSTEIN FRIESIAN,Female,28/12/2017,08/06/2020,Newcastle University,29/10/2020,Linden Foods,,,0,,982000176126291,,34,
2875,UK107189302875,Swedish Red X,Female,28/10/2017,08/06/2020,Newcastle University,,,,,Autumn,,982000176126272,,42,
2872,UK107189702872,HOLSTEIN FRIESIAN,Female,24/10/2017,08/06/2020,Newcastle University,,,,,Autumn,,982000176126269,,42,
2878,UK107189602878,Swedish Red X,Female,30/10/2017,08/06/2020,Newcastle University,11/11/2020,Linden Foods,,,0,,982000176126274,,36,
2940,UK107189502940,HOLSTEIN FRIESIAN,Female,01/02/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126303,,39,
2679,UK106710202679,HOLSTEIN FRIESIAN,Female,05/01/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126203,,40,
2670,UK106710702670,HOLSTEIN FRIESIAN,Female,13/12/2017,08/06/2020,Newcastle University,,,,,Autumn,,982000176308663,,40,
3000,UK107189203000,HOLSTEIN FRIESIAN,Female,29/03/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176126314,,37,
2653,UK106710402653,HOLSTEIN FRIESIAN,Female,08/11/2017,08/06/2020,Newcastle University,,,,,0,,982000176126193,,41,
3009,UK107189403009,HOLSTEIN FRIESIAN,Female,25/04/2018,08/06/2020,Newcastle University,,,,,Autumn,,982000176308668,,36,
2678,UK106710102678,HOLSTEIN FRIESIAN,Female,04/01/2018,08/06/2020,Newcastle University,,,,,0,,982000176126202,,40,
2681,UK106710402681,HOLSTEIN FRIESIAN,Female,09/01/2018,08/06/2020,Newcastle University,,,,,0,,982000176126204,,39,
,UK106143100424,BEEF SHORTHORN,Male,22/02/2018,08/06/2020,Newcastle University,,,,,0,,982000176126161,,38,
3035,UK107189203035,Holstein,Female,27/06/2018,08/06/2020,Newcastle University,,,,,0,,982000176126326,,34,
3208,UK107189703208,HOLSTEIN FRIESIAN,Female,16/01/2019,08/06/2020,Newcastle University,,,,,0,,982000176126385,,27,
,UK107189303505,BRITISH FRIESIAN X,Female,10/04/2020,08/06/2020,Newcastle University,,,,,0,,982000176157071,,12,
,UK107189103538,HOLSTEIN FRIESIAN,Female,30/06/2020,30/06/2020,,,,26/11/2020,,0,,982000176157104,,4,
,UK107189403541,BRITISH FRIESIAN X,Female,17/07/2020,17/07/2020,,,,,,0,,982000176157107,,9,
,UK 107189 303624,ABERDEEN ANGUS X,Bull,18/07/2020,18/07/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157190,,7,
,UK107189703544,HOLSTEIN FRIESIAN,Female,18/07/2020,18/07/2020,,,,,,0,,982000176157110,,9,
,UK107189503542,HOLSTEIN FRIESIAN,Female,19/07/2020,19/07/2020,,,,,,0,,982000176157108,,9,
,UK107189603543,BRITISH FRIESIAN X,Female,20/07/2020,20/07/2020,,,,,,0,,982000176157109,,9,
,UK107189103545,HOLSTEIN FRIESIAN,Female,23/07/2020,23/07/2020,,,,,,0,,982000176157111,,9,
,UK107189203546,HOLSTEIN FRIESIAN,Female,25/07/2020,25/07/2020,,,,,,0,,982000176157112,,8,
,UK107189303547,HOLSTEIN FRIESIAN,Female,01/08/2020,01/08/2020,,,,,,0,,982000176157113,,8,
,UK107189403548,BRITISH FRIESIAN X,Female,01/08/2020,01/08/2020,,,,14/12/2020,,0,,982000176157114,,4,
,UK107189503549,LONGHORN X,Female,05/08/2020,05/08/2020,,,,02/09/2020,,0,,982000176157115,,0,
,UK107189403625,LONGHORN X,Bull,05/08/2020,05/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157191,,6,
,UK107189603550,HOLSTEIN FRIESIAN X,Female,06/08/2020,06/08/2020,,,,,,0,,982000176157116,,8,
,UK107189703551,BRITISH FRIESIAN X,Female,07/08/2020,07/08/2020,,,,27/08/2020,,0,,982000176157117,,0,
,UK107189103552,BRITISH FRIESIAN X,Female,09/08/2020,09/08/2020,,,,,,0,,982000176157118,,8,
,UK107189203553,BRITISH FRIESIAN X,Female,09/08/2020,09/08/2020,,,,,,0,,982000176157119,,8,
,UK107189303554,BRITISH FRIESIAN X,Female,10/08/2020,10/08/2020,,,,22/01/2021,,0,,982000176157120,,5,
,UK107189403555,BRITISH FRIESIAN X,Female,10/08/2020,10/08/2020,,,,,,0,,982000176157121,,8,
,UK107189503556,BRITISH FRIESIAN X,Female,11/08/2020,11/08/2020,,,,,,0,,982000176157122,,8,
,UK107189503626,BRITISH FRIESIAN X,Bull,13/08/2020,13/08/2020,,,,14/12/2020,,0,,982000176157192,,4,
,UK107189603557,ABERDEEN ANGUS X,Female,14/08/2020,14/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157123,,6,
,UK107189703628,LONGHORN X,Bull,21/08/2020,21/08/2020,,,,22/01/2021,,0,,982000176157194,,5,
,UK107189703558,Longhorn,Female,23/08/2020,23/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157124,,5,
,UK107189103559,LONGHORN X,Female,23/08/2020,23/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157125,,5,
,UK107189103629,LONGHORN X,Bull,24/08/2020,24/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157195,,5,
,UK107189203560,LONGHORN X,Female,24/08/2020,24/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157126,,5,
,UK107189203630,LONGHORN X,Female,24/08/2020,24/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157196,,5,
,UK107189303631,LONGHORN X,Female,25/08/2020,25/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157197,,5,
,UK107189403632,LONGHORN X,Female,25/08/2020,25/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157198,,5,
,UK107189503633,LONGHORN X,Female,25/08/2020,25/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157199,,5,
,UK107189703635,LONGHORN X,Bull,27/08/2020,27/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157201,,5,
,UK107189103636,LONGHORN X,Female,27/08/2020,27/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157202,,5,
,UK107189203637,LONGHORN X,Bull,27/08/2020,27/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157203,,5,
,UK107189303638,LONGHORN X,Female,27/08/2020,27/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157204,,5,
,UK107189203644,LONGHORN X,Bull,27/08/2020,27/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157210,,5,
,UK107189503640,LONGHORN X,Female,30/08/2020,30/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157206,,5,
,UK107189603641,Shorthorn,Bull,30/08/2020,30/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157207,,5,
,UK107189703642,ABERDEEN ANGUS X,Female,31/08/2020,31/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157208,,5,
,UK107189103643,LONGHORN X,Bull,31/08/2020,31/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157209,,5,
,UK107189303645,Shorthorn,Bull,31/08/2020,31/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157211,,5,
,UK107189403646,LONGHORN X,Bull,31/08/2020,31/08/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157212,,5,
,UK107189603662,LONGHORN X,Female,02/09/2020,02/09/2020,,,,21/09/2020,,0,,982000176157228,,0,
,UK107189303652,LONGHORN X,Bull,02/09/2020,02/09/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157218,,5,
,UK107189403653,LONGHORN X,Female,02/09/2020,02/09/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157219,,5,
,UK107189603655,LONGHORN X,Female,03/09/2020,03/09/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157221,,5,
,UK107189103657,LONGHORN X,Female,03/09/2020,03/09/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157223,,5,
,UK107189203658,LONGHORN X,Bull,03/09/2020,03/09/2020,,,,05/11/2020,,0,,982000176157224,,2,
,UK107189303659,LONGHORN X,Female,04/09/2020,04/09/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,0,,5,
,UK107189403660,LONGHORN X,Female,04/09/2020,04/09/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157226,,5,
,UK107189503668,HOLSTEIN FRIESIAN,Bull,12/09/2020,12/09/2020,,,,05/10/2020,,0,,982000176157234,,0,
,UK107189103678,LONGHORN X,Bull,13/09/2020,13/09/2020,,,,12/10/2020,,0,,982000176157244,,0,
,UK107189703663,LONGHORN X,Female,13/09/2020,13/09/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157229,,5,
,UK107189103664,HOLSTEIN FRIESIAN,Female,13/09/2020,13/09/2020,,,,,,0,,982000176157230,,7,
,UK107189203665,LONGHORN X,Bull,13/09/2020,13/09/2020,,,,02/12/2020,,0,,982000176157231,,2,
,UK107189603669,LONGHORN X,Female,13/09/2020,13/09/2020,,,,10/10/2020,,0,,982000176157235,,0,
,UK107189703670,LONGHORN X,Female,13/09/2020,13/09/2020,,,,,,0,,982000176157236,,7,
,UK107189103671,LONGHORN X,Bull,13/09/2020,13/09/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157237,,5,
,UK107189203672,LONGHORN X,Female,19/09/2020,19/09/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157238,,5,
