Freeze Brand,Ear Tag,Breed,Sex,Date Of Birth,Date Of Acquisition,Age when acquired,Purchased From,Date Of Disposal,Disposed Of To,Date Of Death,Manner and Place of Destruction,Location,Group,Fqas,EID,Name,Age(mths),Age(days),
,UK107189103580,LONGHORN X,Female,30/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157146,,5,172,
,UK107189103629,LONGHORN X,Bull,24/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157195,,7,239,
,UK107189103636,LONGHORN X,Female,27/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157202,,7,236,
,UK107189103643,LONGHORN X,Bull,31/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157209,,7,232,
,UK107189103657,LONGHORN X,Female,03/09/2020,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,,0,,982000176157223,,7,229,
,UK107189103671,LONGHORN X,Bull,13/09/2020,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,,0,,982000176157237,,7,219,
,UK107189103685,LONGHORN X,Bull,02/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157251,,6,200,
,UK107189203560,LONGHORN X,Female,24/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157126,,7,239,
,UK107189203567,LONGHORN X,Female,27/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,24/02/2021,,,0,,982000176157133,,4,120,
,UK107189203581,LONGHORN X,Female,30/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157147,,5,172,
,UK107189203630,LONGHORN X,Female,24/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157196,,7,239,
,UK107189203637,LONGHORN X,Bull,27/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157203,,7,236,
,UK107189203644,LONGHORN X,Bull,27/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157210,,7,236,
,UK107189203672,LONGHORN X,Female,19/09/2020,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,,0,,982000176157238,,7,213,
